cycle,length,bottleneck_kzt
100000004070318100→100000008603629100→100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000004070318100,6,23126.0
100000004070318100→100000008603629100→100000008686313100→100000008477350100→100000008086440100→100000000437046100→100000004070318100,6,23126.0
100000004070318100→100000008603629100→100000002723538100→100000003242289100→100000008304139100→100000006866783100→100000004070318100,6,23126.0
100000004070318100→100000008603629100→100000002723538100→100000003242289100→100000008304139100→100000000437046100→100000004070318100,6,23126.0
100000004070318100→100000008603629100→100000008686313100→100000000437046100→100000004070318100,4,23126.0
100000004070318100→100000008603629100→100000008686313100→100000006866783100→100000008304139100→100000000437046100→100000004070318100,6,23126.0
100000004070318100→100000008603629100→100000001660397100→100000006866783100→100000004390333100→100000000437046100→100000004070318100,6,23126.0
100000004070318100→100000008603629100→100000008686313100→100000006866783100→100000004390333100→100000000437046100→100000004070318100,6,23126.0
100000008686313100→100000006866783100→100000007639767100→100000008603629100→100000008686313100,4,23018.0
100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000008603629100,4,23018.0
100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000008603629100→100000008686313100,6,23018.0
100000008686313100→100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000000437046100→100000008686313100,6,23018.0
100000004070318100→100000006866783100→100000007639767100→100000008603629100→100000008686313100→100000000437046100→100000004070318100,6,23018.0
100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000007639767100→100000000437046100→100000004070318100,6,23018.0
100000004070318100→100000006866783100→100000007639767100→100000000437046100→100000004070318100,4,23018.0
100000008603629100→100000002723538100→100000003242289100→100000008304139100→100000006866783100→100000007639767100→100000008603629100,6,23018.0
100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000000437046100→100000004070318100,6,23018.0
100000008686313100→100000006866783100→100000007639767100→100000000437046100→100000001279272100→100000000331309100→100000008686313100,6,23018.0
100000008686313100→100000006866783100→100000007639767100→100000000437046100→100000008686313100,4,23018.0
100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000000437046100→100000008686313100,6,23018.0
100000004070318100→100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000000437046100→100000004070318100,6,23018.0
100000004070318100→100000008603629100→100000008686313100→100000006866783100→100000007639767100→100000000437046100→100000004070318100,6,23018.0
100000004070318100→100000008346837100→100000004351795100→100000003242289100→100000004140487100→100000004400305100→100000004070318100,6,23000.0
100000004070318100→100000008603629100→100000002723538100→100000003242289100→100000004140487100→100000004400305100→100000004070318100,6,23000.0
100000006518161100→100000005660203100→100000006518161100,2,23000.0
100000004070318100→100000006866783100→100000004351795100→100000003242289100→100000004140487100→100000004400305100→100000004070318100,6,23000.0
100000004351795100→100000003242289100→100000008304139100→100000000437046100→100000007639767100→100000008603629100→100000004351795100,6,22418.0
100000004351795100→100000003242289100→100000008304139100→100000008603629100→100000004351795100,4,22418.0
100000004351795100→100000003242289100→100000008304139100→100000006866783100→100000007639767100→100000008603629100→100000004351795100,6,22418.0
100000004351795100→100000003242289100→100000008304139100→100000008477350100→100000005910114100→100000008603629100→100000004351795100,6,22418.0
100000004351795100→100000003242289100→100000008304139100→100000001857829100→100000008603629100→100000004351795100,5,22418.0
100000004351795100→100000003242289100→100000008304139100→100000008477350100→100000008086440100→100000008603629100→100000004351795100,6,22418.0
100000004351795100→100000003242289100→100000008304139100→100000008477350100→100000003968044100→100000008603629100→100000004351795100,6,22418.0
100000004070318100→100000006866783100→100000008686313100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,22418.0
100000004070318100→100000008477350100→100000003968044100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,22418.0
100000004351795100→100000003242289100→100000008512552100→100000003178549100→100000001857829100→100000008603629100→100000004351795100,6,22418.0
100000004351795100→100000003242289100→100000008304139100→100000006866783100→100000004390333100→100000008603629100→100000004351795100,6,22418.0
100000004351795100→100000003242289100→100000008304139100→100000001857829100→100000003880331100→100000008603629100→100000004351795100,6,22418.0
100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,22418.0
100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,22418.0
100000004070318100→100000006866783100→100000004390333100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,22418.0
100000004070318100→100000006866783100→100000008304139100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,22418.0
100000004351795100→100000008603629100→100000004351795100,2,22418.0
100000008686313100→100000008603629100→100000004351795100→100000003242289100→100000008304139100→100000000437046100→100000008686313100,6,22418.0
100000004070318100→100000008603629100→100000004351795100→100000003242289100→100000004140487100→100000004400305100→100000004070318100,6,22418.0
100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000004351795100→100000000437046100→100000004070318100,6,22418.0
100000004070318100→100000008603629100→100000004351795100→100000003242289100→100000008304139100→100000006866783100→100000004070318100,6,22418.0
100000008686313100→100000008603629100→100000004351795100→100000003242289100→100000008304139100→100000006866783100→100000008686313100,6,22418.0
100000008686313100→100000008477350100→100000008086440100→100000008603629100→100000004351795100→100000000437046100→100000008686313100,6,22418.0
100000008686313100→100000008603629100→100000004351795100→100000000437046100→100000001279272100→100000000331309100→100000008686313100,6,22418.0
